,GLOBAL_INDEX,WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY,FAILED,WORD_CLEAN,AFFIX_CLEAN,FULL_ENTRY_CLEAN
8823,8823,nyogókuru,bānyógokuru,112,"terme d'adresse, ma grand-mère, la mère de mon père",n.,P250-C1,"nyogókuru, bānyógokuru, ífal2a, (nyoko la ta mère, -kùru grand), terme d'adresse, ma grand-mère, la mère de mon père. Var. nyōkúru. Epouse du père de père; femme du père de mère. Sœur du père de père; sæur du père de mère; sæur du père; mère de la femme; la mère du père de la femme; la sœur du père e la jenme; la sæur du grand-père de la mère. Loc., féminin: la mère du mari; la sœur du père du mari; la mère du père du mari. V. parenté, p. 616. Par extension, en dehors de toute relation de parenté, nyogókuru est un terme affectueux et respectueux qwon adresse à une femme âgée. Hypocoristique: nyogóku. || Ibihêndwàbâna ngo nyogókuru n'umugore, on dit, pour tromper les enfants, ta femme, mats cest ta grand-mère! Formule ironique qu'on applique aux naïfs qui s'en laissent conter. Allusion aux relations, parfois fort libres, entre grand-mère et petit-fils: ce dernier prétend qu’il va épouser sa grand-mère.",False,nyogókuru,bānyógokuru,"nyogókuru, bānyógokuru, ífal2a, (nyoko la ta mère, -kùru grand), terme d'adresse, ma grand-mère, la mère de mon père. Var. nyōkúru. Epouse du père de père; femme du père de mère. Sœur du père de père; sæur du père de mère; sæur du père; mère de la femme; la mère du père de la femme; la sœur du père e la jenme; la sæur du grand-père de la mère. Loc., féminin: la mère du mari; la sœur du père du mari; la mère du père du mari. V. parenté, p. 616. Par extension, en dehors de toute relation de parenté, nyogókuru est un terme affectueux et respectueux qwon adresse à une femme âgée. Hypocoristique: nyogóku. || Ibihêndwàbâna ngo nyogókuru n'umugore, on dit, pour tromper les enfants, ta femme, mats cest ta grand-mère! Formule ironique qu'on applique aux naïfs qui s'en laissent conter. Allusion aux relations, parfois fort libres, entre grand-mère et petit-fils: ce dernier prétend qu’il va épouser sa grand-mère."
8824,8824,nykúru,bānyôkúru,11,ma grand-mère,n.,P250-C1,"nykúruu, bānyôkúru, ia|l2a, ma grand-mère. Var. nyogókuru. Nyina wa nyôkúru, ma bisdieule, mon arrière-grand-mère. V. parenté, Pp",False,nykúru,bānyôkúru,"nykúruu, bānyôkúru, ia|l2a, ma grand-mère. Var. nyogókuru. Nyina wa nyôkúru, ma bisdieule, mon arrière-grand-mère. V. parenté, Pp"
8825,8825,sēkúru,bāsêkúru,11,"sé son père, -kúru grand",n.,P250-C1,"sēkúru, bāsêkúru, lal2a, (sé son père, -kúru grand), son grand-père. Ancêtre. Rurenge rwā Ntáre níwe sēkúru w'Abahbēka, R. fils de N. est lancêtre des Tutsi du lignage des Heka. Arahéba igihúgu cā bāsé na sêkúru, íl quitta le pays de ses pères. Prov. 2397, 3493. V. parenté, p.",False,sēkúru,bāsêkúru,"sēkúru, bāsêkúru, lal2a, (sé son père, -kúru grand), son grand-père. Ancêtre. Rurenge rwā Ntáre níwe sēkúru w'Abahbēka, R. fils de N. est lancêtre des Tutsi du lignage des Heka. Arahéba igihúgu cā bāsé na sêkúru, íl quitta le pays de ses pères. Prov. 2397, 3493. V. parenté, p."
8826,8826,sogókuru,bāsógokuru,11,"terme d'adresse, grand-père",n.,P250-C1,"sogókuru, bāsógokuru, (cfr -kûru), terme d'adresse, grand-père. Hypocoristique : sogóku. Par ext., en dehors de toute relation de parenté, peut être dit à tout homme âgé appartenant à la génération de mon grand-père. V. parenté, P.",False,sogókuru,bāsógokuru,"sogókuru, bāsógokuru, (cfr -kûru), terme d'adresse, grand-père. Hypocoristique : sogóku. Par ext., en dehors de toute relation de parenté, peut être dit à tout homme âgé appartenant à la génération de mon grand-père. V. parenté, P."
8827,8827,sōkúru,bāsôkúru,11,"só la ton père, -kûru grand",n.,P250-C1,"sōkúru, bāsôkúru lal2a, (só la ton père, -kûru grand), terme de référence, grand-père. V. sogókuru, et parenté, p. 616.",False,sōkúru,bāsôkúru,"sōkúru, bāsôkúru lal2a, (só la ton père, -kûru grand), terme de référence, grand-père. V. sogókuru, et parenté, p. 616."
8858,8858,mukúrwanje,la,,mon frère aîné,n.,P251-C1,"mukúrwanje, la (cfr -kûru 1), mon frère aîné. Var. mukúru-wanje. Cfr parenté, p. 619, 620.",False,mukúrwanje,la,"mukúrwanje, la (cfr -kûru 1), mon frère aîné. Var. mukúru-wanje. Cfr parenté, p. 619, 620."
8868,8868,ikuta,ama,,pièce de dix centimes,n.,P251-C1,"ikuta, ama, pièce de dix centimes. Amakuta abiri n'isěnge, vingt-cinq centimes. — Servaient dďd'amulettes contre la verminose. RODEGEM, Africa-Tervuren, XVI-1968-2.",False,ikuta,ama,"ikuta, ama, pièce de dix centimes. Amakuta abiri n'isěnge, vingt-cinq centimes. — Servaient dďd'amulettes contre la verminose. RODEGEM, Africa-Tervuren, XVI-1968-2."
8923,8923,inkwakwa,ama,9|6,empressement,n.,P252-C2,"inkwakwa, ama, 9|6, (cfr -kwakwagiz-), empressement. Syn. ubukùúba.",False,inkwakwa,ama,"inkwakwa, ama, 9|6, (cfr -kwakwagiz-), empressement. Syn. ubukùúba."
8929,8929,igikwâkwará,ibi,718,aggloméré hâtivement,adj.,P252-C2,"igikwâkwará, ibi, 718, aggloméré hâtivement, cire modelée. Prov. 484,",False,igikwâkwará,ibi,"igikwâkwará, ibi, 718, aggloméré hâtivement, cire modelée. Prov. 484,"
8946,8946,igikwăshu,ibi,7|8,néol. épingle de sûreté.,n.,P253-C1,"igikwăshu, ibi, 7|8, néol. épingle de sûreté.,",False,igikwăshu,ibi,"igikwăshu, ibi, 7|8, néol. épingle de sûreté.,"
8948,8948,ikwatôri,9i,9,équateur,n.,P253-C1,"ikwatôri, 9i, (fr.), équateur.",False,ikwatôri,9i,"ikwatôri, 9i, (fr.), équateur."
8984,8984,nyagakwego,néol,,fraction ordinaire.,n.,P254-C1,"nyagakwego, (cfr -kwego 12), néol, igicé nyagakwego, fraction ordinaire.",False,nyagakwego,néol,"nyagakwego, (cfr -kwego 12), néol, igicé nyagakwego, fraction ordinaire."
9037,9037,ma,mă,,ma mère.,n.,P256-C1,"ma, mă, abréviation de māmá, ma mère. Petite mère; peut se dire à toute femme ou fille : ma chère, ma chérie. Ndarira ngahwêra ma!, ah, ma chère, je verserai toutes les larmes de mon corps. Urīitunga mwăna wa ma!l, bon courage, mon petit! — Si Venfant qui apprend à parler commence par dire ma, on craint qu'il ne devienne muet : son premier mot doit être da, abréviation de dātá papa.",False,ma,mă,"ma, mă, abréviation de māmá, ma mère. Petite mère; peut se dire à toute femme ou fille : ma chère, ma chérie. Ndarira ngahwêra ma!, ah, ma chère, je verserai toutes les larmes de mon corps. Urīitunga mwăna wa ma!l, bon courage, mon petit! — Si Venfant qui apprend à parler commence par dire ma, on craint qu'il ne devienne muet : son premier mot doit être da, abréviation de dātá papa."
9054,9054,rumalayíka,lla,1,"sans augment, sans compl., Fune manière angélique.",n.,P256-C2,"rumalayíka, lla, (cfr -malayíka 1), sans augment, sans compl., Fune manière angélique.",False,rumalayíka,lla,"rumalayíka, lla, (cfr -malayíka 1), sans augment, sans compl., Fune manière angélique."
9098,9098,umumândá,imi,3l4,"sert à fabriquer des étoffes, des vêtements",n.,P258-C1,"umumândá, imi, 3l4, ficus. Var. imândá, SYCOmore dont écorce assouplie sert à fabriquer des étoffes, des vêtements. Le sycomore joue un grand rôle dans les coutumes : ses branches servent de goupillon pour asperger les malades, les endroits que le devin veut purifier. Ses feuilles sont employées dans la composition de diverses infusions (v. gutêka ikibira). Son écorce — outre les vêtements traditionnels, — procurait des talismans aux femmes en mal d'enfant. v. -râbe 9. Prov. 2459,",False,umumândá,imi,"umumândá, imi, 3l4, ficus. Var. imândá, SYCOmore dont écorce assouplie sert à fabriquer des étoffes, des vêtements. Le sycomore joue un grand rôle dans les coutumes : ses branches servent de goupillon pour asperger les malades, les endroits que le devin veut purifier. Ses feuilles sont employées dans la composition de diverses infusions (v. gutêka ikibira). Son écorce — outre les vêtements traditionnels, — procurait des talismans aux femmes en mal d'enfant. v. -râbe 9. Prov. 2459,"
9127,9127,katámaníkirwa,la,,"farfouilleur, voleur",n.,P259-C1,"katámaníkirwa, la (préf. ka-), (cfr -manikirw-), farfouilleur, voleur. Syn. umwîvyi. Ni katámaníkirwa, c'est un fieffé voleur, un chapardeur.",False,katámaníkirwa,la,"katámaníkirwa, la (préf. ka-), (cfr -manikirw-), farfouilleur, voleur. Syn. umwîvyi. Ni katámaníkirwa, c'est un fieffé voleur, un chapardeur."
9135,9135,akamano,utu,,pente.,n.,P259-C1,"akamano, utu, (cfr -manuk-), pente. Syn. agashunguruko. || Penchant. Nature, inhérent à la nature.",False,akamano,utu,"akamano, utu, (cfr -manuk-), pente. Syn. agashunguruko. || Penchant. Nature, inhérent à la nature."
9163,9163,yamará,inv.,,particule oppositive: mais,part.,P260-C1,"yamará, (inv.), (cfr -mar-), particule oppositive: mais, Syn. aríko. Yamârá akamwîhániza ngo ntăbivuge, mais elle lui recommanda de ne rien dire. Bagashira umubïndi mu kigó yámará umupfûmu atárihó, et ils déposent une cruche dans larrière-cour mais en labsence du devin. Mba ngútumiye yámará.. je tťaurais bien invité, mais...",False,yamará,inv.,"yamará, (inv.), (cfr -mar-), particule oppositive: mais, Syn. aríko. Yamârá akamwîhániza ngo ntăbivuge, mais elle lui recommanda de ne rien dire. Bagashira umubïndi mu kigó yámará umupfûmu atárihó, et ils déposent une cruche dans larrière-cour mais en labsence du devin. Mba ngútumiye yámará.. je tťaurais bien invité, mais..."
9197,9197,Rumariza,la,,poète et chantre légendaire rundi,n.,P260-C2,"Rumariza, la (préf. patr. ru-), poète et chantre légendaire rundi. Inanga ya Rumariza ŭùyivuza ahozáâmwo urutoke, être artiste demande du doigté et de la pratique.",False,Rumariza,la,"Rumariza, la (préf. patr. ru-), poète et chantre légendaire rundi. Inanga ya Rumariza ŭùyivuza ahozáâmwo urutoke, être artiste demande du doigté et de la pratique."
9219,9219,māwé,la,,ma mère; notre mère,n.,P261-C1,"māwé, la, appellatif, ma mère; notre mère. Musâza wa mâwé, le frère de ma mère. Mwěnewâbo wa mâwé, la sæur de ma mère, ma tante maternelle. Māwé akunda umwé, (énigme), à quoi jna mère est-elle fort attachée ?; umweko, le cordon de sa ceinture (lui est indispensable). Par ext. Genda uhebé māwé!, laisse tomber, ma chère! V. māmá, nyina; dātá. — Māwé ne serait employé que par les Hutu. Les Tutsi usent d'un pluriel de politesse yěmwe! V. parenté, p. 616. Prov. 2361.",False,māwé,la,"māwé, la, appellatif, ma mère; notre mère. Musâza wa mâwé, le frère de ma mère. Mwěnewâbo wa mâwé, la sæur de ma mère, ma tante maternelle. Māwé akunda umwé, (énigme), à quoi jna mère est-elle fort attachée ?; umweko, le cordon de sa ceinture (lui est indispensable). Par ext. Genda uhebé māwé!, laisse tomber, ma chère! V. māmá, nyina; dātá. — Māwé ne serait employé que par les Hutu. Les Tutsi usent d'un pluriel de politesse yěmwe! V. parenté, p. 616. Prov. 2361."
9234,9234,mběse,mbě,,mbě,v.,P261-C2,"mběse, v. mbě,",False,mběse,mbě,"mběse, v. mbě,"
9503,9503,nyamuririma,V.,,,n.,P269-C1,"nyamuririma, V. -ririma.",False,nyamuririma,V.,"nyamuririma, V. -ririma."
9519,9519,umwé,imwé,,un (remède),n.,P269-C2,"umwé, imwé, 3(4, (cfr -mwé), adj. substantivé ou pronom numéral, un (objet), un (remède). Umwé urí mw-isáho, un (remède) qui se trouve dans son sac.",False,umwé,imwé,"umwé, imwé, 3(4, (cfr -mwé), adj. substantivé ou pronom numéral, un (objet), un (remède). Umwé urí mw-isáho, un (remède) qui se trouve dans son sac."
9531,9531,umunyákamwe,abanyákamwe,1|2,"solitaire, ermite.",adj.,P269-C2,"umunyákamwe, abanyákamwe, 1|2, (cfr -nyákamwe la), solitaire, ermite.",False,umunyákamwe,abanyákamwe,"umunyákamwe, abanyákamwe, 1|2, (cfr -nyákamwe la), solitaire, ermite."
9548,9548,urumwenyi,imwenyi,1110,énergumène,n.,P270-C2,"urumwenyi, imwenyi, 1110, (cfr -mwenyi 7), énergumène. Twagīye túbona ahó turíko turagânīra urumwenyi rudusēsetsémwo, nous avions enfin trouvé un endroit pour causer mais un énergumène nous a séparés.",False,urumwenyi,imwenyi,"urumwenyi, imwenyi, 1110, (cfr -mwenyi 7), énergumène. Twagīye túbona ahó turíko turagânīra urumwenyi rudusēsetsémwo, nous avions enfin trouvé un endroit pour causer mais un énergumène nous a séparés."
9610,9610,urunágūro,inágūro,11|10,"endroit où Yon affâte les houes, où l'on répare les outils; forge",n.,P273-C1,"urunágūro, inágūro, 11l10, (cfr -nágūr-), endroit où Yon affâte les houes, où l'on répare les outils; forge.",False,urunágūro,inágūro,"urunágūro, inágūro, 11l10, (cfr -nágūr-), endroit où Yon affâte les houes, où l'on répare les outils; forge."
9617,9617,nâhó,(inv.),,"quoique, bien que, pourtant.",conj.,P273-C1,"nâhó, (inv.), (nà  ahó suivi de relatif), quoique, bien que, pourtant. Nâhó atabibáhoza mu matwí, bien qwil ne le répète pas à tout instant.",False,nâhó,(inv.),"nâhó, (inv.), (nà  ahó suivi de relatif), quoique, bien que, pourtant. Nâhó atabibáhoza mu matwí, bien qwil ne le répète pas à tout instant."
9742,9742,násenge,inásenge,,V.,n.,P276-C2,"násenge, inásenge, V. -senge.",False,násenge,inásenge,"násenge, inásenge, V. -senge."
9749,9749,umwînazi,abînazi,12,qui se rend ridicule à force de quémander,adj.,P276-C2,"umwînazi, abînazi, 12, (à rapprocher de -nâranār-), «qui se rend ridicule à force de quémander », pauvre; malheureux; gueux.",False,umwînazi,abînazi,"umwînazi, abînazi, 12, (à rapprocher de -nâranār-), «qui se rend ridicule à force de quémander », pauvre; malheureux; gueux."
9751,9751,umcncēké,v.,,cēké,v.,P276-C2,"umcncēké, v. -cēké.",False,umcncēké,v.,"umcncēké, v. -cēké."
9829,9829,akanêngeko,néol.,12,croche (note de musique),n.,P279-C1,"akanêngeko, 12, (néol.), croche (note de musique) «dont la hampe ressemble à -nêngeko 9».",False,akanêngeko,néol.,"akanêngeko, 12, (néol.), croche (note de musique) «dont la hampe ressemble à -nêngeko 9»."
9897,9897,urunigi,inigi,114190,collier de perles,n.,P281-C1,"urunigi, inigi, 114190, (cfr -nigiriz-), collier de perles. Syn. urudėde. M.R.A.C. 41.938.",False,urunigi,inigi,"urunigi, inigi, 114190, (cfr -nigiriz-), collier de perles. Syn. urudėde. M.R.A.C. 41.938."
9923,9923,rwinihíra,la,,"dolent, de tempérament maladif, hypocondre.",adj.,P282-C1,"rwinihíra, la, préf. ru-, (cfr -nib-), dolent, de tempérament maladif, hypocondre.",False,rwinihíra,la,"rwinihíra, la, préf. ru-, (cfr -nib-), dolent, de tempérament maladif, hypocondre."
9963,9963,runíni,níniriza,1fla,"être distant, compassé, dédaigneux",n.,P283-C1,"runíni, 1fla, (cfr -níni), sans augment, sans compil., en loc. kwîfata runíni, être distant, compassé, dédaigneux. V. -níniriza.",False,runíni,níniriza,"runíni, 1fla, (cfr -níni), sans augment, sans compil., en loc. kwîfata runíni, être distant, compassé, dédaigneux. V. -níniriza."
9976,9976,ininti,nindi,11,mouche obtenue sur la peau des élégantes par brûlure,n.,P283-C1,"ininti, mouche, moucheture obtenue sur la peau des élégantes par brûlure soit des joues, soit des coudes. V. -nindi 11.",False,ininti,nindi,"ininti, mouche, moucheture obtenue sur la peau des élégantes par brûlure soit des joues, soit des coudes. V. -nindi 11."
10009,10009,ino,amas,5j6,doigt de pied,n.,P283-C2,"ino, amas, 5j6, (cfr -nóbek-? et -nóbezo 7), orteil, doigt de pied. Ino ry'inyoni, doigt des pattes d'oiseaux. Amano yîsékuro, les trois anses sculptées dans la masse qui relient le mortier à son socle. Amano y'inanga, entailles faites aux deux extrémités de la cithare et destinées à recevoir les cordes en nerf de bæuf. Gucá amano, se dépêcher, venir en toute hâte. Yaje aracá amano ngo n'amafaranga, il est venu à toute vitesse croyant que c'était de largent. Urāza nêzá ntûce amano, venez lentement, le chemin n'est pas fameux. Gushinga amano, se dépêcher. || Urwânjé ruri kw-ino, je wai pas de demeure fixe. Loc. cfr -ôba 12. Prov. 3273.",False,ino,amas,"ino, amas, 5j6, (cfr -nóbek-? et -nóbezo 7), orteil, doigt de pied. Ino ry'inyoni, doigt des pattes d'oiseaux. Amano yîsékuro, les trois anses sculptées dans la masse qui relient le mortier à son socle. Amano y'inanga, entailles faites aux deux extrémités de la cithare et destinées à recevoir les cordes en nerf de bæuf. Gucá amano, se dépêcher, venir en toute hâte. Yaje aracá amano ngo n'amafaranga, il est venu à toute vitesse croyant que c'était de largent. Urāza nêzá ntûce amano, venez lentement, le chemin n'est pas fameux. Gushinga amano, se dépêcher. || Urwânjé ruri kw-ino, je wai pas de demeure fixe. Loc. cfr -ôba 12. Prov. 3273."
10010,10010,umucâmano,imi,,espèce de lézard : Mabuya megalura,n.,P283-C2,"umucâmano, imi, (-cí- couper, -no 6 orteils), espèce de lézard : Mabuya megalura.",False,umucâmano,imi,"umucâmano, imi, (-cí- couper, -no 6 orteils), espèce de lézard : Mabuya megalura."
10043,10043,umungere,imi,34,pale du calice.,n.,P284-C2,"umungere, imi, 34, (néol.), (cfr  -nōger-), umuncěgere w 'ikalisi, pale du calice.",False,umungere,imi,"umungere, imi, 34, (néol.), (cfr  -nōger-), umuncěgere w 'ikalisi, pale du calice."
10049,10049,bunòógo,14a,14a,"sans augment, sans compl.",adj.,P284-C2,"bunòógo, 14a, (cfr -nògo 7), sans augment, sans compl., creusé. Ikintu kimezé bunòógo, un objet concave.",False,bunògo,14a,"bunògo, 14a, (cfr -nògo 7), sans augment, sans compl., creusé. Ikintu kimezé bunòógo, un objet concave."
10050,10050,ibinógonógo,8,8,trous creusés à distance très rapprochée.,n.,P284-C2,"ibinógonógo, 8, (cfr -nògo 7), trous creusés à distance très rapprochée.",False,ibinógonógo,8,"ibinógonógo, 8, (cfr -nògo 7), trous creusés à distance très rapprochée."
10151,10151,sêmuntu,la,1,un chacun.,n.,P287-C1,"sêmuntu, la, (cfr sé la compère, -ntu 1 être humain), un chacun. Biva ku bukŭùngu bwā sêmuntu, cela dépend de la richesse de chacun.",False,sêmuntu,la,"sêmuntu, la, (cfr sé la compère, -ntu 1 être humain), un chacun. Biva ku bukŭùngu bwā sêmuntu, cela dépend de la richesse de chacun."
10161,10161,satûntutwanje,1a,,"sobriquet : Harpagon, avare",n.,P287-C1,"satûntutwanje, 1a, (cfr satûntu la), sobriquet : Harpagon, avare. Syn. sêntibiribwá. V. umwimanyi. Mwăna w'incùti, kūra satûntutwanje, ne sois pas avare, mon cher.",False,satûntutwanje,1a,"satûntutwanje, 1a, (cfr satûntu la), sobriquet : Harpagon, avare. Syn. sêntibiribwá. V. umwimanyi. Mwăna w'incùti, kūra satûntutwanje, ne sois pas avare, mon cher."
10201,10201,manûmba,forme figée,,énorme,adj.,P288-C2,"manûmba, forme figée, préf. 6, (poét.), énorme. Isâsu manûmba, une antilope de grande taille. Seul exemple relevé.",False,manûmba,forme figé,"manûmba, forme figée, préf. 6, (poét.), énorme. Isâsu manûmba, une antilope de grande taille. Seul exemple relevé."
10250,10250,kānûyá,tūnûyá,12|13,"minuscule, tout petit.",adj.,P289-C2,"kānûyá, tūnûyá, 12|13, tjs aux cl. 12 ou 13, (adj.), minuscule, tout petit. Var. kanzûyá, kanzîyá, kanzírigīnyá. Ntabāza agatăbi kānûyá narāye ntágasómye, de grâce, donne-moi un tout petit peu de tabac, je wai rien eu à fumer depuis ier.",False,kānûyá,tūnûyá,"kānûyá, tūnûyá, 12|13, tjs aux cl. 12 ou 13, (adj.), minuscule, tout petit. Var. kanzûyá, kanzîyá, kanzírigīnyá. Ntabāza agatăbi kānûyá narāye ntágasómye, de grâce, donne-moi un tout petit peu de tabac, je wai rien eu à fumer depuis ier."
